Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/24/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Cote d'Ivoire,CIV,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,191775665.3,294203186,351270385.7,463980865.5,636982666,786162170.4,503806243.9,399870666.5,328551971.4,298885467.5,286691772.5,431988006.6,513747802.7,528792846.7,412528442.4,471232452.4,445930236.8,456757629.4,430494751,355004211.4,456978302,523895446.8,495143341.1,516943969.7,498902771,389722259.5,379542144.8,573897827.1,627857543.9,591410156.3,597208166.4,661035721.7,699271670.8,758687592,746399976.3,726293253.8,728565816.8,694444945.5,736281654.2,746866785.9,649769213.5,715984964.1,847275830.9,919027300.7,908280381.8,935869792.9,1011590171,1428226344,1634878758,2047156966,
Cameroon,CMR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,10908513.07,20119131.09,37090724.95,101760910,101460464.5,98050476.07,117853591.9,106600959.8,138983184.8,135285018.9,136655578.6,160551574.7,114103614.8,110884702.5,95353921.37,135062740.5,106511249,62229300.78,22338045,37081634.02,35565340.56,33510027.18,28118441.46,29980072.04,41725638.84,55576406.89,56736548.85,42170434.6,56198255.16,91752773.44,89682356.97,56576227.93,130469611,54232641.82,80717476.77,72900867.54,65130642.84,82226627.42,75607434.96,81209328.77,83592863.68,88887957.42,86396256.26,101578112.4,40311259.13,32278962.94,93272438.05,101289175,
"Congo, Dem. Rep.",COD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32300000,31500000,26400000,37400000,30900000,57200000,812600000,669745991.9,920031731.8,450677740.6,851177411,450360618.5,532463104.9,913820460.8,1004481695,746031300.6,730580419,2048156988,1705322510,1273112290,
"Congo, Rep.",COG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,9430289.268,18362024.31,39142452.24,22470714.57,23916160.58,30498651.5,34168148.04,34204910.28,38971324.92,53071746.83,55249618.53,40437820.43,55460715.7,52462380.53,53269500.45,45203713.08,23234673.81,27388646.92,38426168.73,34550382.38,34587572.88,45767483.72,36536329.84,31589063.57,34864291.64,39229159.82,49405168.46,66191458.44,80777048.42,58232420.58,53820622.8,64353440.85,69727971.07,54202810.59,51110911.83,56967040.75,67138243.82,67671191.45,401913167.8,,,48271835.42,48661711.34,78323890.73,,,,
Colombia,COL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,13000000,13038740.16,15199939.73,14305560.11,14431679.73,16998100.28,19626840.59,21015359.88,16000000,20000000,39045898.44,53062198.64,35328319.55,48000000,72000000,98000000,31000000,32000000,14000000,17000000,44000000,105000000,79200000,84900000,145656797.6,149887650.5,140224314.5,112029278.9,151320537.8,246709450,219135624.6,204463328.5,157548258.7,64952909.2,50532704.17,56161403.61,65526905.96,95056912.52,88291702.77,124475460.9,151325691.9,222951900,246242647.2,277970422,399081655.6,333683053.2,258624567,291727376.4,312663936.1,348172705.5,254084912.5,385718084.4,449510119.2,433332717,406846513.5,
Comoros,COM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,1519326.925,743387.2819,4771708.488,3994092.226,5119544.029,4908080.101,6785965.443,5922790.527,4263952.732,5231883.049,4433221.928,6366434.721,11035569.46,5360923.277,6047087.247,3504675.145,,,,,,,,211531.6625,316052.8095,399551.115,408351.5876,455741.6766,667084.6869,594296.4713,786611.6985,895331.0973,826399.5908,,981694.1795,1061490.514,920601.5079,1929145.874,4708655.668,4660667.553,1064186.842,2991508.171,4450271.138,5804303.173,,
Cabo Verde,CPV,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,1080542.684,1430881.262,2284386.158,1798325.777,1830323.569,3049644.066,4717897.7,3668562.511,2745972.789,5165683.553,3480262.691,5237470.039,412552.4387,473036.7786,479393.645,282770.0635,1521438.772,7190099.314,11977563.12,5170967.049,5718482.326,6022910.782,10007579.5,11724051.28,7962675.691,8626301.032,9824627.36,9847113.923,11394438.81,14207581.32,36460830.91,44233167.23,40252578.68,37197803.89,37059989.3,35347713.95,30236846.22,29802068.55,32428364.43,
Costa Rica,CRI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,500000,600000.0238,600000.0238,699999.9881,699999.9881,800000.0119,800000.0119,,,,,,,7100000,35500000,46020000,67180000,92950000,122453548.6,142395232.1,140491791.5,147801110.7,192016734,191548234.4,209029050,246343429.4,271414281.4,268618172,238598200,259382912,290543358.3,346035432.8,402604637,419222829.2,407784045.2,416129213.5,468504811.4,506693451.6,528443216,490881074.9,541463307.5,563226401.9,539689777.1,629372103.9,
Caribbean small states,CSS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,550000.0119,354452.5802,416388.8991,816651.2847,438333.5412,12148509.74,34646682.36,55325001.12,69558334.72,60208334.92,95616666.73,105026666.9,117308332.7,122513889.8,140967593.9,112497544.9,105185186.7,107731481.2,114720281.6,105137909.6,82859258.88,87102324.17,74373667.04,80017242.77,74096082.55,79786984.21,98417592.69,91737037.09,99125925.88,112511383.8,128083877.2,134192418,186628856.2,199375641.5,219357151.1,323205826.2,330681641,377106015.3,362164000.4,357003291.2,424645133.2,691878094.6,789959673.2,751138204.6,810213966.2,902010232.3,1037100070,1143460457,1011021589,903112829.4,909972027.1,943214970.8,875993436.5,939365781.3,772163868.6,
Cuba,CUB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132882681.6,135195530.7,117022346.4,121039106.1,130206703.9,127391061.5,141776536.3,140578526.3,131553156.3,121684836.6,118750222.5,132052564.8,141668535,,
Cayman Islands,CYM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371197417.7,395035319.9,449068951.1,501070778.2,492000256.2,492085184.7,538825162.1,597668559.6,,
Cyprus,CYP,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,4141334.534,3430350.304,4551386.356,7053303.242,9063828.468,7355894.089,7783150.673,6645896.435,5608564.377,6203551.769,6947887.897,7275046.349,10929457.66,9704322.815,12006638.58,18302063.72,23801654.36,24527288.45,33726744.29,47522196.37,53612260.05,50593763.22,52141108.65,52491238.8,48199808.13,79289844.76,107041595.2,183919804.2,213442842.7,240674536.5,239604656.8,304677150.7,813997187.7,694826332.9,951993213.5,895418596.9,759751776.4,742261795.1,790206517.4,639401929.4,689854494.2,776521993.1,869951114.6,840805788,863632112,1007380782,979967014.2,1222898435,1301183063,
Czechia,CZE,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6249997.705,55021463.72,100448819.4,302117151.8,340025608.4,738860367.1,633766010,602866677.9,711113468.4,892550709.3,1099906218,799488099.9,1340706460,1677693601,2295809310,2586100789,2044602212,1496982253,1522137850,1334625944,1079198620,1523333419,1376392339,1658604748,3122683982,4243485591,4717191519,4396302693,5589221375,5689640348,5433842168,5114391975,
Germany,DEU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,2237634277,2722813721,3690343262,4016875000,4095520996,4173704102,4255071289,5183325684,5725612305,5818916016,4791845703,4480540527,4289452148,4038365234,3598019287,4636389160,5534590820,5871227051,5482565430,6542014537,6600992158,8222439487,8176367234,8870751241,10891204295,10518755115,9473507979,9108082671,10088645451,8662856855,9184539371,10126521387,11566286327,12607398368,13538924010,13345475359,14729861204,15849615395,14749251794,13905637576,14770721706,14006214473,14752678268,15386581505,13838775629,15369178335,12017886830,19534474783,19384946881,19378908218,21305170354,22241969839,22399221911,23662387575,
Djibouti,DJI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365741.8088,1356058.091,1496728.018,1761187.479,1778067.87,1688039.117,4839045.47,4670241.558,4670241.558,4726509.529,4698375.544,5120385.323,5789974.173,11619335.93,12857231.28,12407087.51,,,,,,,,1688039.117,1130986.209,1980632.565,3831848.797,974595.3264,
Dominica,DMA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,4370370.388,1962962.985,1814814.806,2099999.905,162962.963,200000,122222.2222,18518.51852,444444.4444,151851.8519,62962.96296,122222.2222,7407.407407,7407.407407,11111.11111,6666.666667,6233.333333,6296.296296,6629.62963,17034600.7,19720991.28,19544282.94,20428837.74,20549813.38,25800677.37,21857082.22,20510952.01,23594967.64,24816579.64,24805920.92,21161683.97,20317892.46,14322031,25718457.78,13328885.19,12361193.7,12217742.22,12187118.89,10057321.48,
Denmark,DNK,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160463689,159680759.4,199781243.6,209079803.7,289415405.3,369750992.2,346425669.6,693794224.2,661957528.9,744817219.7,860117577.8,1029285318,1226177451,1511602741,1775307875,3053890215,4024581053,3390969584,2833342704,3148221908,2979397707,3058995226,3171598140,2781262009,2914430190,3140591942,3392801094,3362973683,3402494768,3723091817,3860479081,4417486883,4846027609,
Dominican Republic,DOM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200000,7400000,7000000,8900000,7600000,18500000,17800000,19300000,21700000,22500000,22900000,23900000,24700000,26600000,28200000,34500000,26900000,534000000,565500000,565200000,531100000,574800000,585000000,617100000,651400000,622700000,741100000,837300000,871800000,954500000,1060900000,1172500000,
Algeria,DZA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,83920974.73,112963012.7,130798111,164692703.2,149682266.2,126301345.8,156824249.3,141269714.4,130872345,101439361.6,82272422.79,53256538.39,38377834.32,31481969.04,22032304.12,,,,,,,,,,,,,,27000000,35000000,48863732.65,26782545.16,45702405.84,27971375.75,30901604.94,44242618.92,38715810.2,295922112.1,72128990.59,76633496.32,214378056.7,87006383.21,81545364.58,149253465.3,83113528.15,77927357.22,178814143.9,143040781,
East Asia & Pacific (excluding high income),EAP,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,42016.4354,48828.0915,214453.9356,4712150.649,18192758.06,43411784.25,53271235.77,73234311.88,93737645.39,108253594.6,119863165.9,155028169,134708193.4,137879685.2,150898415.9,165307990.6,279558156.5,376555694.8,410172260.9,477723658.2,305774797.5,292340364.7,347110343.9,321567398.2,1687146878,1803119715,2396307691,3304387053,1230355307,1494433367,1712259963,5218160883,5299276510,8281579863,9231459169,9805728998,11153046300,12356818715,15395314686,17027968467,18625170251,19028170060,20019306502,24188813581,26478013780,27270099899,36853707093,39125196389,41492235112,39786409651,43739425196,46938669549,48349213247,51341828910,
Early-demographic dividend,EAR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,334599899.3,587537658.6,646651661.6,935189091.5,1240011441,1692151619,2221502659,3947908025,5882335518,6874192771,7932838863,9615141356,10233290903,10324812543,9522172378,9084898329,8629239239,9028645970,10738640144,12888552507,15650237363,17713065048,18009671066,20093869457,22543267028,20380187966,19345496733,18985588761,19085406432,18221467257,20891450209,20738227435,21340214272,20917147537,21602374704,23268538762,26264839855,29024630454,38086143076,42534151454,46870404177,48894678879,53226903066,63795626179,63684733554,66024011757,64994110472,65465372281,64166621393,62119932845,62189002616,71674537731,79189914239,85174019665,88875325864,
East Asia & Pacific,EAS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,66080009.46,84004090.72,175469924.9,271475074.1,327298767.1,340161996.3,351610346.8,492962863.3,613105634.6,711673497.5,840537884.9,950532382.1,1011748823,989538796,989252030.1,616597085.4,665429633.6,896060620.8,1307378525,2139769215,2454583258,3724628413,3798717569,3791817907,4040195592,6493892578,8957229536,9691410095,9261394406,8272881930,8947145435,9923062000,15625421372,15952453669,19364964944,20500719335,24539726907,28147560238,30760661712,32362587164,37411078631,41861490941,42506855191,42437945440,48509489988,48740581918,53060824699,65785157552,70532848915,71911145882,68939208276,70548236078,72414900311,82224635973,88458208852,
Europe & Central Asia (excluding high income),ECA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5154000,30226000,37957000,123781000,154559000.1,154175338.2,241323624,318482753.3,500205880.2,748496641.7,1028893116,2098740489,3253252669,4525978346,6467745853,6854286874,6021226441,6571394870,7792506011,9174892086,10377592071,10863955081,8186501447,6748598663,6749867466,7019745761,7196184199,6847397461,8214249404,11165876283,8425566373,9814360365,
Europe & Central Asia,ECS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,336637239.5,2662875263,3288680659,4495286789,4992641178,8249324673,8484338767,10337755133,13101163151,14972140412,16561984044,14918458969,14619917717,13932391189,13021925275,13218156887,17300676023,22992518262,25547462057,25952719296,30915321192,30976366133,34811957950,33718831429,33004308185,40603688217,39622446092,36588040601,37857925951,44057868279,42078065578,45767861819,48922136289,60269521517,73938592168,83975208093,98487328565,1.26548E+11,1.63797E+11,1.48644E+11,1.46454E+11,1.6682E+11,1.60567E+11,1.75719E+11,1.79425E+11,1.50946E+11,1.49945E+11,1.64252E+11,1.88181E+11,1.87951E+11,1.86133E+11,2.05883E+11,2.04501E+11,2.19703E+11,2.29312E+11,
Ecuador,ECU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,23600000.38,24799999.24,11500000,43400001.53,66900001.53,66199996.95,125000000,86000000,122000000,114000000,167000000,147000000,188000000,175000000,2000000,3000000,3000000,3010000,5000000,4000000,9000000,4400000,5010000,5000000,6000000,6932673.063,7281253.067,6504694.173,6500000,54020037,62455627.1,83155618.16,65597443.58,95347865.85,135971152.5,148375073.5,154049108.5,167268211.1,195915063.6,291533662.2,302374307.7,371469504.8,467445307.5,654668980.3,518019671.5,603966053.5,636527721,707244212.2,633389383.2,
"Egypt, Arab Rep.",EGY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33181819.92,26500000,33000000,233000000,140000000,255000000,223000000,142000000,344200000,108000000,38800000,32000000,34700000,14400000,79100000,12800000,57200000,135000000,179600000,241300000,254800000,304800000,292900000,292700000,354900000,351400000,622700000,352200000,270800000,514500000,471900000,444900000,442100000,395400000,358600000,340600000,
Euro area,EMU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,311507774.4,2638756274,3261377173,4454100965,4957720335,8187690908,8399126667,8865042707,11098252464,12684123391,14035462238,12383182240,11589930592,10879475700,10211687766,10278883992,13008260774,15777664393,17446838376,17315566720,21109710235,20535366267,23970648776,23703531614,21612544677,26484737518,26090875322,24427220279,25467229940,27859495343,26759890046,28566926144,29384164026,35877317186,43125454700,46301362910,50969194789,62881440322,85863099953,84754635283,80035403324,87562735527,78806448894,84505911319,88475942727,76308155226,78787843299,78186366017,95479020894,93382910046,98621487210,1.09491E+11,1.10631E+11,1.20178E+11,1.27022E+11,
Eritrea,ERI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198774.808,1265691.245,1309557.56,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,1717612.982,2945085.049,2655160.189,1246556.401,7489693.642,11255760.19,11797623.63,16502719.88,15740970.61,23020278.93,130917480.5,128680984.5,129935958.9,162415481.6,246620330.8,158846365,207192768.8,392980838.6,498084557.9,490554745.2,645759195.9,754788474.5,833185834.8,1017174928,549865012.6,621628224.5,573849904.5,533009750.9,539217663.9,704875626.5,732686895.9,794233195.9,897282075.8,748880878.8,557286247.6,470665747.3,496948975.8,407460971.8,353454937.7,402801005.3,368030578.6,304127565.4,362587684.8,439830631.9,448985346.9,352806789.3,265498707.2,415284093.2,594609807.5,588213669.4,
Estonia,EST,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320204.4152,180915.5322,759945.3579,3489548.583,2192880.577,4576594.25,3152281.242,3358921.45,3038226.4,2237405.011,4758523.049,18539153.79,26462865.75,49189886.87,73830848.54,90856579.14,127905386.6,92426488.02,123279637.1,113541463.5,113164925,100292645.1,113887035.7,93682192.44,121850347.7,150958274.9,234337543,249205376.7,244632769.1,286176479.5,332424142.6,295464376.1,264609460.9,
Ethiopia,ETH,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,2415458.918,917874.3958,676328.4802,579710.1259,676328.4802,289855.063,483091.8014,338164.2401,821256.0415,531400.9786,869565.1889,434782.5944,869565.1889,628019.3329,386473.43,736328.5024,420000,349158.6035,243603.5703,1084585.086,5237572.522,4259554.821,3449004.439,12556900.75,14023477.9,16578457.7,17266999.85,9223744.77,16399501.05,14131041.59,14567672.84,21303989.75,26549565.24,46967151.95,21832481.87,19882145.4,23077322.29,14253223.3,14437634.41,29869539.26,12461832.15,8689449.308,19080067.1,17079651.63,14213187.63,20498638.92,47118187.27,69266825.7,
European Union,EUU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,336637239.5,2666068522,3292873787,4499896375,4996013582,8240569898,8474982151,8967418325,11166885383,12758875032,14118229580,12464121304,11727098439,11117547370,10447247687,10569079274,13346176546,16144789667,17932172116,17870105599,21372200894,20895308663,24450224072,24114832305,22243649447,27501347676,27446687126,25791786716,27300956317,29954446149,29207774188,31292896577,32409611581,39403438615,46980467111,51259807046,56933587231,71462192532,96442863147,93367923584,87718278973,95959864542,86912048280,93298968854,98575321185,86635137183,90960542665,95592443666,1.15748E+11,1.14549E+11,1.19143E+11,1.33856E+11,1.37289E+11,1.48516E+11,1.52586E+11,
Fragile and conflict affected situations,FCS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,87000000,85400000.1,93279988.05,113940000.1,177649904.3,246278686.5,297612864.5,1487125781,1816062929,1956793058,2584898446,2968727403,3147079529,3133670488,2225719728,1846832541,1392443490,1293352398,1375746654,1434308774,1804274484,1771399457,1952289725,1647711185,1312851390,748971118.7,878322570,706730941.4,777631842.6,817500043.3,1269323554,1474003973,4159228615,5544268972,6089248690,6228498822,6854342450,6224462968,8694274938,10798487502,10710572396,9982230423,12042410352,15280876253,11557429595,10481607923,10022797467,9267160930,10300496973,10011609592,8715757663,7927051024,11861252273,12066357751,4536739904,
Finland,FIN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,6792973.042,8280723.572,11640783.31,13151628.49,13136022.57,14749095.92,12016345.02,12288872.72,12384394.65,11145952.22,12376421.93,6316862.106,7287922.382,9574397.087,5593505.383,15720900.31,58528759.85,34072172.08,35023238.57,41520258.92,54089789.44,54874346.98,88702318.17,103769670.4,110903252.2,99716150.08,96710854.53,113506988.6,149160400,224874522.1,266225943.9,778516788.5,931484217.8,1098056814,1105188680,1410589440,1564582341,1508327385,1462129474,1414074116,1277175964,1245105872,1395169196,1450580772,1412658205,1388273932,1492796218,1479117310,1528335742,1573915937,
Fiji,FJI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,9883418.083,10342744.83,12321170.81,8150582.314,8672392.845,8220974.922,11009452.82,14123473.17,13667151.45,12165634.16,21101123.81,21540834.43,25278581.62,22089290.62,23284851.07,28412874.22,29509363.17,40048458.1,36365524.29,37597831.73,40413784.03,2219278.634,3814692.529,3892612.937,3827913.091,16142844.74,7870360.778,9759800.797,9142800.852,12870527.15,7158571.442,9631117.096,10533776.77,8225967.421,8469046.511,10660484.37,9666037.82,13015472.77,14917363.23,15730151.27,11256018.11,7445206.26,12191943.49,13569840.5,15063271.95,13134508.27,
France,FRA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,2506303955,2526193604,2768169189,3671261963,4372491699,5070108398,4668909668,4341056641,4114147949,3839024902,4172761719,5141358398,5759801270,6387636230,5568719727,6773122237,6891364594,7978348004,7284907935,4148438984,4794655249,4319043066,3991027127,4236760893,4816444916,5120657542,5384609627,6134107943,7721669640,9094683583,9470052385,10285441104,11945214338,13269362770,11766845175,12026060392,12857522696,12561160243,14222576352,16866352082,14600396912,14430722882,13656480311,15955305069,15316416481,14526389992,18953440927,18405718079,19608254421,19687372016,
Faroe Islands,FRO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920000,6150000,5740000,13410000,9640000,5110000,5334267.355,18335386.56,23417696.47,33371205.65,41017650.55,31363117.66,31029077.16,34404214.83,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15247400,16560900,17020700,17913900,16452600,17330800,,,,,,,,,,,
Gabon,GAB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,69973808.29,141358444.2,143553878.8,83575164.79,78817733.76,92136260.99,88956192.02,104192878.7,165114135.7,146404815.7,153433853.1,128585998.5,147319821.6,117331405.1,145829980,196353628.7,156338735.4,99226998.28,113292395,104156570.3,89190341.09,84706957.17,77579832.34,95900828.29,96449265.07,115156510.4,110298458.3,185594146.9,,154763490.2,277656410.8,253478346,159042306.8,239379342.2,355744067.7,250455409.7,280695394,121711150.5,,,,,,,,,,
United Kingdom,GBR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580819824,1624140381,1737755127,1171509949,1090311675,1056599124,837831250.7,1306238894,1865982454,1277046627,1512520008,1408536572,5111709044,5366131133,5462692455,5996404559,6990702303,8930419145,9643117679,10645651381,11596568483,11211837188,9274761990,9565109385,9931101010,10077435197,10528125662,11572710616,10707262597,10190899107,9803750898,10410041124,10360300797,9382380085,10273648447,10917818777,11570032006,12271093646,
Georgia,GEO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000,4500000,39400000,21019632.39,19835373.23,18911615.19,22164542.57,23869313.99,27107352.43,26741267.59,31699143.19,50979899.57,33609069.11,55132165.64,76800463.59,86732443.05,87714487.75,86131110.08,95862423.06,100492400.1,122154261.9,151149586.7,169883742.1,76894985.62,106326823.8,290325550.4,324455252.6,312756323,
Ghana,GHA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,15681960.11,9399999.619,9899999.619,6199999.809,12500000,13899999.62,10899999.62,3599999.905,3200000.048,3299999.952,3500000,3400000,3700000,3900000,3900000,4600000,4799400,5000000,5400000,5600000,5900000,6089512.907,6399200,,,,,,,,,,,7990000,4840000,8942031.672,2607106387,1548909688,1112210000,956248076.2,667262506.3,727201189.6,793758532.5,740779190.5,1037012357,751038880.6,
Gibraltar,GIB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,11750000,11720000.27,19729999.54,18329999.92,20400000,20940000,21570000,19920000,22240000,10430000,11261000,14400000,22930000,17927620,26910849.5,36833045.67,17810000,46376410.98,47950000,59860000,51600000,38960000,55510000,44870000,40980000,38810000,50720000,80680000,35857981.15,25699500.51,33870677.12,27780000,22890000,82690000,22620000,43550000,134925700,89470000,224970000,
"Gambia, The",GMB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,2536263.704,2631835.699,2328187.704,2024539.948,1720892.072,1292364.478,,,,,,,,,,,,,,,,,,,,526103.4898,522143.0732,742945.8638,946706.3473,14640731.87,3185323.547,8412067.919,58119088.2,91362708.72,66136002.3,69585194.36,25235850.13,20477127.06,17797429.19,18174365.27,19006746.07,18925942.95,18308188.55,26836811.34,21148937.06,34897367.47,9775889.968,
Guinea-Bissau,GNB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,18600000.38,12600000.38,5500000,4000000,11500000,11600000.38,9899999.619,15750000,11620000,20010000,14960000,14820000,13240000,3410000,3696594.477,3983188.629,4269783.02,4556377.411,4842971.802,5129566.193,5416160.532,6488296.565,5373995.144,5351981.989,4322131.856,4330027.104,16750187.02,20190171.03,19650119.02,29957650.23,24964980.51,34545175.91,36523915.58,38406676.67,39780250.81,48288166.84,56715457.49,98051579.01,78641175.51,89262870.8,78747312.35,84828092.71,84677703.01,
Equatorial Guinea,GNQ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331409.3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,45000000,55000000,55000000,59000000,59000000,65000000,64000000,77000000,58000000,45000000,60000000,77000000,95000000,118000000,122000000,118000000,173000000,250000000,222000000,300000000,319000000,342000000,0,630571333.6,545099711.9,536152678.5,411733893.8,379474780.3,496954583.8,902051036,982316113,1459483045,1912066620,1844438806,1931819013,1941807064,1437386209,1291061265,1424499197,1870201142,1800318876,2083354727,2287128999,2666198439,2725263244,2937563888,2937323543,2983148777,3166102430,
